Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Ice Cream & Desserts,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,FALSE,500
Ice Cream & Desserts,Veeba Salsa Dip,11900,6,6,11100,360,FALSE,360
Ice Cream & Desserts,Veeba Thousand Island Dressing,14900,8,6,13700,300,FALSE,300
Ice Cream & Desserts,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,FALSE,200
Ice Cream & Desserts,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,FALSE,43
Ice Cream & Desserts,Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200
Ice Cream & Desserts,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325
Ice Cream & Desserts,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,FALSE,250
Ice Cream & Desserts,Kissan Pineapple Jam,16500,9,1,14900,500,FALSE,500
Ice Cream & Desserts,Smith & Jones Masala Noodles,8900,0,5,8900,480,FALSE,480
Ice Cream & Desserts,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,FALSE,400
Ice Cream & Desserts,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,FALSE,280
Ice Cream & Desserts,McCain Super Wedges,12000,7,6,11100,400,FALSE,400
Ice Cream & Desserts,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,FALSE,450
Ice Cream & Desserts,Kellogg's Chocos,13000,10,6,11700,250,FALSE,250
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,FALSE,150
Ice Cream & Desserts,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500
Ice Cream & Desserts,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,FALSE,320
Ice Cream & Desserts,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,FALSE,46
Ice Cream & Desserts,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,FALSE,180
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,FALSE,1
Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,FALSE,450
Ice Cream & Desserts,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,FALSE,180
Ice Cream & Desserts,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,FALSE,60
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,FALSE,500
Ice Cream & Desserts,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250
Ice Cream & Desserts,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,FALSE,180
Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,FALSE,1
Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,FALSE,15
Ice Cream & Desserts,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,FALSE,1
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,FALSE,500
Ice Cream & Desserts,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,FALSE,240
Ice Cream & Desserts,Kellogg's Original Corn Flakes,31000,6,6,29000,875,FALSE,875
Ice Cream & Desserts,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,FALSE,240
Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,FALSE,460
Ice Cream & Desserts,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,FALSE,300
Ice Cream & Desserts,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,FALSE,60
Ice Cream & Desserts,Smith & Jones Masala Noodles,6800,10,5,6100,360,FALSE,360
Ice Cream & Desserts,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",5500,0,6,5500,53,FALSE,53
Ice Cream & Desserts,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,FALSE,360
Ice Cream & Desserts,Kellogg's Corn Flakes,42500,9,1,38300,1000,FALSE,1
Ice Cream & Desserts,Kelloggs Chocos,17000,5,4,16000,385,FALSE,385
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,FALSE,1200
Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,FALSE,15
Ice Cream & Desserts,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,FALSE,300
Ice Cream & Desserts,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,FALSE,1
Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,FALSE,210
Ice Cream & Desserts,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,FALSE,400
Ice Cream & Desserts,Kitchens Of India Palak Paneer,13000,30,6,9100,285,FALSE,285
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,FALSE,175
Ice Cream & Desserts,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,FALSE,250
Ice Cream & Desserts,Figaro Sliced Black Olive ,17900,0,6,17900,450,FALSE,450
Ice Cream & Desserts,Veeba Barbeque Sauce,14900,8,6,13700,330,FALSE,330
Ice Cream & Desserts,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40
Ice Cream & Desserts,"The Whole Truth - Nuts, Fruits & Seeds Muesli",32500,20,6,26000,350,FALSE,350
Ice Cream & Desserts,Pantai Green Curry Paste,15000,14,5,12800,114,FALSE,114
Ice Cream & Desserts,Kelloggs Special K,21000,8,5,19200,435,FALSE,435
Ice Cream & Desserts,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,FALSE,175
Ice Cream & Desserts,Mother's Recipe Madras Appalam,5000,10,6,4500,100,FALSE,100
Ice Cream & Desserts,Top Ramen Masala Oat Masala,8000,10,6,7200,280,FALSE,280
Ice Cream & Desserts,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,FALSE,500
Ice Cream & Desserts,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,FALSE,240
Ice Cream & Desserts,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,FALSE,285
Ice Cream & Desserts,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,FALSE,300
Ice Cream & Desserts,Sumeru Aloo Paratha,11900,5,6,11300,400,FALSE,400
Ice Cream & Desserts,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,FALSE,340
Ice Cream & Desserts,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,FALSE,70
Ice Cream & Desserts,Ching's Secret Manchow Soup,5500,0,3,5500,55,FALSE,55
Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,FALSE,250
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,FALSE,650
Ice Cream & Desserts,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,FALSE,285
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,FALSE,150
Ice Cream & Desserts,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,FALSE,100
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,FALSE,325
Ice Cream & Desserts,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,FALSE,200
Ice Cream & Desserts,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,FALSE,680
Ice Cream & Desserts,Mother's Recipe Lime Pickle ,12000,5,1,11400,400,FALSE,400
Ice Cream & Desserts,Kitchens of India Dal Makhani,11000,30,2,7700,285,FALSE,285
Ice Cream & Desserts,Pantai Light Soy Sauce,27500,14,5,23400,200,FALSE,200
Ice Cream & Desserts,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,FALSE,55
Ice Cream & Desserts,"Top Ramen Noodles, Atta",8000,0,1,8000,280,FALSE,280
Ice Cream & Desserts,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,FALSE,190
Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,FALSE,200
Ice Cream & Desserts,MTR Seviyan Vermicelli ,4200,0,2,4200,400,FALSE,400
Ice Cream & Desserts,Pantai Oyster Sauce,27500,14,4,23400,200,FALSE,200
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,FALSE,200
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,FALSE,300
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,FALSE,400
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,FALSE,375
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,FALSE,500
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,FALSE,500
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400
Ice Cream & Desserts,Pantai Red Curry Paste,6000,0,4,6000,50,FALSE,50
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,FALSE,500
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,FALSE,400
Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,FALSE,200
Ice Cream & Desserts,Hershey's Cocoa Spread,29500,0,3,29500,350,FALSE,350
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,FALSE,65
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,FALSE,360
Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,FALSE,425
Ice Cream & Desserts,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,FALSE,250
Ice Cream & Desserts,Pantai Red Curry Paste,15000,14,3,12800,114,FALSE,114
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,FALSE,400
Ice Cream & Desserts,Quaker Oats Pouch,27600,10,6,24800,1500,FALSE,1
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,FALSE,24
Ice Cream & Desserts,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,FALSE,320
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,FALSE,600
Ice Cream & Desserts,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,FALSE,175
Ice Cream & Desserts,Figaro Plain Green Olive ,17900,0,6,17900,450,FALSE,450
Ice Cream & Desserts,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,FALSE,500
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,FALSE,500
Ice Cream & Desserts,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,FALSE,500
Ice Cream & Desserts,Kellogg's Chocos,29900,10,4,26900,700,FALSE,700
Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,62000,0,1,62000,400,FALSE,400
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,FALSE,500
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,FALSE,680
Ice Cream & Desserts,MTR Roasted Vermicelli ,5500,0,1,5500,400,FALSE,400
Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,FALSE,400
Ice Cream & Desserts,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,FALSE,480
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,FALSE,630
Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,FALSE,230
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,FALSE,250
Ice Cream & Desserts,Organic India Apple Cider Vinegar,59500,9,2,53600,500,FALSE,500
Ice Cream & Desserts,Masala Oats Masala & Coriander ,19500,9,5,17600,500,FALSE,500
Ice Cream & Desserts,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,FALSE,130
Ice Cream & Desserts,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,FALSE,750
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,FALSE,285
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,FALSE,250
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,FALSE,200
Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,FALSE,1
Ice Cream & Desserts,Kitchens Of India Chicken Darbari ,20000,30,4,14000,285,FALSE,285
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,FALSE,400
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,FALSE,46
Ice Cream & Desserts,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,FALSE,750
Ice Cream & Desserts,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,FALSE,285
Ice Cream & Desserts,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,FALSE,325
Ice Cream & Desserts,Remia Mayonnaise,23000,0,6,23000,241,FALSE,241
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,FALSE,425
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,FALSE,1
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,FALSE,20
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,FALSE,290
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,FALSE,175
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,FALSE,150
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,FALSE,440
Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,FALSE,55
Ice Cream & Desserts,Ching's Secret Noodles - Pad Thai Original,20000,0,6,20000,130,FALSE,130
Ice Cream & Desserts,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,5500,30,5,3800,80,FALSE,80
Ice Cream & Desserts,Del Monte Black Sliced Olives,25000,0,1,25000,450,FALSE,450
Ice Cream & Desserts,Kitchens Of India Murgh Methi,22000,30,5,15400,285,FALSE,285
Ice Cream & Desserts,Nestle Cerelac 5 Grains & Fruits Cereal,28800,0,6,28800,300,FALSE,300
Ice Cream & Desserts,The Whole Truth - 5 Grain Muesli No Added Sugar,32500,20,6,26000,350,FALSE,350
Ice Cream & Desserts,Ching's Secret  Pad Thai Noodles Green Curry,20000,0,6,20000,130,FALSE,130
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,7500,0,6,7500,70,FALSE,70
Ice Cream & Desserts,Mother's Recipe Mango Pickle ,12000,0,1,12000,400,FALSE,400
Ice Cream & Desserts,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,20000,0,6,20000,130,FALSE,130
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,39900,11,6,35500,900,FALSE,900
Ice Cream & Desserts,Knorr Sweet Corn Chicken Soup,5500,0,2,5500,42,FALSE,42
Ice Cream & Desserts,Ching's Secret Tomato Soup,5500,0,6,5500,55,FALSE,55
Ice Cream & Desserts,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,FALSE,400
Ice Cream & Desserts,Japanese Choice Udon Noodles,29500,9,6,26600,250,FALSE,250
Ice Cream & Desserts,Kelloggs Muesli - With 22% Fruit Magic,32000,10,5,28800,500,FALSE,500
Ice Cream & Desserts,Dabur Hommade - Kalonji Tamatar Ki Chutney,6500,6,6,6100,200,FALSE,200
Ice Cream & Desserts,Kitchens Of India Dal Makhani,11000,30,1,7700,285,FALSE,285
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,5500,30,6,3800,80,FALSE,80
Ice Cream & Desserts,Del Monte Green Chili Sauce,5500,0,3,5500,190,FALSE,190
Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,66000,10,1,59400,3000,FALSE,3
Ice Cream & Desserts,Kellogg's Original Corn Flakes,18500,5,6,17500,475,FALSE,475
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,69000,6,2,64800,3000,FALSE,3
Ice Cream & Desserts,Kitchens Of India Rajma Masala,11000,30,5,7700,285,FALSE,285
Ice Cream & Desserts,Kitchen Of India Ready-To-Eat Pindi Channa,11000,30,2,7700,285,FALSE,285
Ice Cream & Desserts,Figaro Pitted Black Olive ,17900,0,6,17900,450,FALSE,450
Ice Cream & Desserts,Cantina Tabasco Red Sauce,14000,15,6,11900,60,FALSE,60
Ice Cream & Desserts,Mother's Recipe Pickle - Mixed,14900,26,6,10900,500,FALSE,500
Ice Cream & Desserts,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,27900,0,5,27900,300,FALSE,300
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,FALSE,200
Ice Cream & Desserts,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,14000,20,6,11200,80,FALSE,80
Ice Cream & Desserts,Veeba Peri Peri Sauce,16100,0,6,16100,300,FALSE,300
Ice Cream & Desserts,Pantai Sriracha Yellow Chilli Sauce,22500,15,6,19100,200,FALSE,200
Ice Cream & Desserts,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,FALSE,500
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,12300,0,6,12300,600,FALSE,600
Ice Cream & Desserts,Pantai Spring Roll Sauce,27500,10,6,24500,200,FALSE,200
Ice Cream & Desserts,MTR Vermicelli Payasam,7500,0,6,7500,180,FALSE,180
Ice Cream & Desserts,Bagrrys Corn Flakes,35000,0,6,35000,880,FALSE,800
Ice Cream & Desserts,MTR Ready To Eat Palak Paneer ,13500,11,6,12000,300,FALSE,300
Ice Cream & Desserts,Del Monte Red Chili Sauce,5500,0,5,5500,190,FALSE,190
Ice Cream & Desserts,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,FALSE,285
Ice Cream & Desserts,Pantai Green Curry Paste,6000,6,6,5600,50,FALSE,50
Ice Cream & Desserts,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,FALSE,180
Ice Cream & Desserts,MTR Dal Fry,11000,0,5,11000,300,FALSE,300
Ice Cream & Desserts,Pantai Fish Sauce,27500,14,6,23400,200,FALSE,200
Ice Cream & Desserts,Cantina Beans Mexican Beans,25000,14,6,21300,410,FALSE,410
Ice Cream & Desserts,Ching's Secret Manchurian Instant Noodle,11400,0,6,11400,480,FALSE,480
Ice Cream & Desserts,Remia Salad Italian Dressing ,23000,0,6,23000,250,FALSE,250
Ice Cream & Desserts,Yummiez Veg Cheese Fingers Pouch,23000,0,4,23000,400,FALSE,400
Ice Cream & Desserts,MTR Dal Makhani,11000,0,4,11000,300,FALSE,300
Ice Cream & Desserts,MTR Ready to Eat Pav Bhaji,11000,0,6,11000,300,FALSE,300
Ice Cream & Desserts,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,FALSE,77
Ice Cream & Desserts,Nestlé CERELAC Baby Cereal with Milk,27200,0,1,27200,300,FALSE,300
Ice Cream & Desserts,Remia Salad Caesar Dressing,25000,0,6,25000,250,FALSE,250
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli Mixed Fruit,33000,0,6,33000,500,FALSE,500
Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,17500,9,4,15800,375,FALSE,375
Ice Cream & Desserts,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,12000,0,6,12000,160,FALSE,160
Ice Cream & Desserts,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,28000,50,6,14000,175,FALSE,175
Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,66000,7,2,60800,3000,FALSE,3
Ice Cream & Desserts,Pantai Sriracha Green Chilli Sauce,22500,15,6,19100,200,FALSE,200
Ice Cream & Desserts,Pantai Chilli Garlic Sauce,27500,14,6,23400,200,FALSE,200
Ice Cream & Desserts,Pantai Dark Soy Sauce,27500,14,6,23400,200,FALSE,200
Ice Cream & Desserts,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,FALSE,400
Ice Cream & Desserts,Cantina Tabasco Green Sauce,14000,15,6,11900,60,FALSE,60
Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),32500,9,5,29300,200,FALSE,200
Ice Cream & Desserts,Pantai Sweet Chilli Sauce,27500,14,6,23400,200,FALSE,200
Ice Cream & Desserts,Ching's Secret Schezwan Instant Noodle,11400,0,6,11400,480,FALSE,480
Ice Cream & Desserts,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,FALSE,400
Ice Cream & Desserts,Pediasure Premium Chocolate Powdered Health Drink,61000,0,2,61000,400,FALSE,400
Ice Cream & Desserts,Chings Secret Hot Garlic Instant Noodles,9100,0,6,9100,60,FALSE,60
Ice Cream & Desserts,Godrej Yummiez Cheese Corn Nuggets ,23000,0,4,23000,400,FALSE,400
Ice Cream & Desserts,Pantai Hot Chilli Sauce,27500,14,6,23400,200,FALSE,200
Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup ,6500,6,3,6100,52,FALSE,52
Ice Cream & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,59500,0,5,59500,1000,FALSE,1
Ice Cream & Desserts,MTR Roasted Vermicelli ,10500,0,4,10500,850,FALSE,850
Ice Cream & Desserts,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,TRUE,280
Ice Cream & Desserts,"Kurkure Green Chutney, Rajasthani Style",2000,0,0,2000,90,TRUE,90
Ice Cream & Desserts,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,TRUE,156
Ice Cream & Desserts,Kissan Mixed Fruit Jam ,15500,0,0,15500,500,TRUE,500
Ice Cream & Desserts,Lijjat Urad Papad,6000,5,0,5700,200,TRUE,200
Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200
Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,TRUE,200
Ice Cream & Desserts,Maggi Magic Cubes Chicken,4000,2,0,3900,40,TRUE,40
Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,TRUE,70
Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,TRUE,325
Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20
Ice Cream & Desserts,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,TRUE,500
Ice Cream & Desserts,Safal Frozen Corn,4100,4,0,3900,200,TRUE,200
Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,TRUE,200
Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600
Ice Cream & Desserts,Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38
Ice Cream & Desserts,Lijjat Moong Papad,6000,5,0,5700,200,TRUE,200
Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,TRUE,70
Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70
Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,TRUE,250
Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240
Ice Cream & Desserts,Top Ramen Masala,9100,9,0,8200,560,TRUE,560
Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,TRUE,575
Ice Cream & Desserts,Mother's Recipe Potato Papad,3100,9,0,2800,70,TRUE,75
Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,TRUE,75
Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500
Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,TRUE,100
Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300
Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65
Ice Cream & Desserts,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,TRUE,1
Ice Cream & Desserts,MTR Vegetable Upma,2500,0,0,2500,60,TRUE,60
Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,TRUE,950
Ice Cream & Desserts,Del Monte Natural Vinegar ,5500,3,0,5300,180,TRUE,180
Ice Cream & Desserts,Del Monte Eggless Mayo,13500,6,0,12600,500,TRUE,500
Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,TRUE,320
Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,TRUE,400
Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250
Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,TRUE,350
Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280
Ice Cream & Desserts,Del Monte Schezwan Sauce,5500,0,0,5500,190,TRUE,190
Ice Cream & Desserts,Yummiez Green Peas,13500,0,0,13500,500,TRUE,500
Ice Cream & Desserts,Yummiez Green Peas,25000,0,0,25000,1000,TRUE,1
Ice Cream & Desserts,Yummiez American Sweet Corn,8500,0,0,8500,400,TRUE,400
Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,TRUE,250
Ice Cream & Desserts,Del Monte Pitted Green Olives,25000,0,0,25000,450,TRUE,450
Chocolates & Candies,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,FALSE,70
Chocolates & Candies,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1
Chocolates & Candies,iD Malabar Parota ,8000,10,4,7200,400,FALSE,400
Chocolates & Candies,iD Wheat Lachha Paratha,8000,12,6,7000,400,FALSE,400
Chocolates & Candies,McCain Aloo Tikki,11000,4,6,10500,400,FALSE,400
